id,order_id,nps_score
5478,1041,10
5479,942,9
5480,2047,4
5481,2276,9
5482,2748,10
5483,1826,5
5484,1391,7
5485,1554,8
5486,1642,0
5487,2635,9
5488,2841,5
5489,2683,2
5490,1424,8
5491,2821,9
5492,456,10
5493,2911,10
5494,2786,5
5495,217,1
5496,122,5
5497,2954,8
5498,180,3
5499,1775,5
5500,1049,10
5501,2780,2
5502,415,9
5503,2833,1
5504,1731,9
5505,485,10
5506,1878,9
5507,1594,1
5508,366,0
5509,2885,10
5510,610,5
5511,2633,9
5512,2912,8
5513,917,9
5514,2269,6
5515,786,9
5516,1324,9
5517,2857,9
5518,73,8
5519,460,5
5520,406,2
5521,1978,4
5522,744,9
5523,2170,10
5524,1015,4
5525,1973,9
5526,1180,8
5527,1613,9
5528,85,6
5529,1372,7
5530,910,9
5531,248,3
5532,234,6
5533,1562,10
5534,1312,8
5535,1509,4
5536,1165,5
5537,1708,8
5538,2708,5
5539,257,10
5540,2425,4
5541,1154,4
5542,494,3
5543,1862,10
5544,2738,5
5545,2011,10
5546,519,8
5547,1835,6
5548,490,0
5549,2350,0
5550,966,0
5551,470,2
5552,260,3
5553,1194,8
5554,510,9
5555,2429,10
5556,2513,10
5557,323,9
5558,28,8
5559,1433,3
5560,2696,10
5561,132,10
5562,2747,3
5563,2770,6
5564,1114,7
5565,2501,9
5566,1288,10
5567,2459,8
5568,1813,5
5569,2729,9
5570,2844,6
5571,2773,5
5572,1976,4
5573,719,8
5574,1877,4
5575,565,10
5576,947,10
5577,2746,0
5578,2319,2
5579,315,2
5580,1479,10
5581,1263,8
5582,991,0
5583,573,3
5584,2404,10
5585,8,10
5586,1529,9
5587,169,8
5588,1676,1
5589,2749,9
5590,1178,10
5591,1353,9
5592,1754,2
5593,47,0
5594,359,3
5595,384,1
5596,2521,9
5597,2609,9
5598,1846,9
5599,166,5
5600,1191,8
5601,481,0
5602,20,0
5603,2204,9
5604,1109,6
5605,1801,4
5606,748,8
5607,1552,9
5608,752,8
5609,2272,9
5610,787,5
5611,1563,9
5612,2603,4
5613,1000,0
5614,693,9
5615,1016,1
5616,371,2
5617,112,2
5618,1986,7
5619,1937,10
5620,285,7
5621,482,7
5622,174,8
5623,1517,5
5624,1905,8
5625,319,4
5626,1550,5
5627,913,10
5628,1821,6
5629,884,9
5630,2195,4
5631,878,7
5632,839,10
5633,1499,8
5634,2235,9
5635,2434,5
5636,527,0
5637,2776,6
5638,45,5
5639,1329,6
5640,1323,5
5641,1548,7
5642,892,7
5643,606,4
5644,802,10
5645,318,10
5646,137,0
5647,1221,7
5648,962,5
5649,2326,10
5650,971,10
5651,1425,4
5652,1222,10
5653,2836,9
5654,321,2
5655,62,6
5656,2089,9
5657,876,9
5658,1627,0
5659,1828,6
5660,907,9
5661,2847,9
5662,1645,6
5663,887,9
5664,2443,7
5665,1314,4
5666,2371,7
5667,2481,4
5668,1365,4
5669,1357,4
5670,2520,6
5671,1533,9
5672,1784,4
5673,1023,9
5674,2662,2
5675,707,6
5676,698,6
5677,134,4
5678,2018,7
5679,2175,9
5680,1179,9
5681,1623,9
5682,870,10
5683,662,10
5684,2113,10
5685,1271,8
5686,1336,9
5687,2218,9
5688,867,1
5689,1062,7
5690,74,4
5691,1833,0
5692,1641,8
5693,1690,4
5694,250,10
5695,2247,5
5696,1402,1
5697,2256,5
5698,2362,0
5699,1026,10
5700,635,2
5701,954,4
5702,1072,10
5703,1660,10
5704,2388,8
5705,1609,8
5706,328,9
5707,70,7
5708,33,0
5709,102,10
5710,100,8
5711,1211,5
5712,1025,8
5713,355,0
5714,2398,10
5715,160,9
5716,1406,6
5717,2072,0
5718,2982,0
5719,957,10
5720,221,4
5721,1302,2
5722,2076,10
5723,2523,4
5724,800,0
5725,617,8
5726,1381,10
5727,1666,0
5728,1556,0
5729,1915,3
5730,2418,8
5731,1465,7
5732,819,9
5733,2602,8
5734,2066,6
5735,204,0
5736,511,5
5737,1042,6
5738,1960,10
5739,1515,7
5740,2025,9
5741,1346,10
5742,2100,2
5743,2648,4
5744,306,10
5745,2953,0
5746,1935,6
5747,2897,3
5748,310,10
5749,2121,5
5750,2926,3
5751,1898,9
5752,715,0
5753,638,8
5754,2817,8
5755,2832,10
5756,1201,8
5757,1158,10
5758,48,9
5759,314,3
5760,1097,6
5761,2117,1
5762,2133,9
5763,309,9
5764,265,5
5765,933,0
5766,2044,3
5767,1732,5
5768,2997,4
5769,796,10
5770,1333,3
5771,1954,8
5772,1105,5
5773,361,3
5774,2461,7
5775,1471,9
5776,2530,8
5777,571,9
5778,2243,10
5779,2158,3
5780,2423,7
5781,877,6
5782,454,4
5783,1579,1
5784,580,1
5785,1575,8
5786,34,8
5787,1493,1
5788,1699,9
5789,2900,9
5790,2154,4
5791,615,8
5792,1463,5
5793,259,2
5794,2587,0
5795,642,9
5796,1128,9
5797,2295,10
5798,1683,5
5799,2595,5
5800,501,9
5801,2835,5
5802,1882,3
5803,874,10
5804,2876,0
5805,1778,10
5806,1873,9
5807,1555,10
5808,1186,8
5809,1857,3
5810,2992,6
5811,1464,8
5812,1446,10
5813,1153,10
5814,2177,10
5815,2510,4
5816,2267,8
5817,2652,10
5818,1596,7
5819,2861,2
5820,555,5
5821,625,3
5822,2990,6
5823,1421,7
5824,712,8
5825,999,10
5826,1553,1
5827,1965,5
5828,2820,5
5829,1360,8
5830,1233,9
5831,58,5
5832,2874,8
5833,2678,9
5834,238,9
5835,784,8
5836,284,9
5837,2591,6
5838,487,10
5839,2111,6
5840,1043,4
5841,2849,10
5842,2372,8
5843,107,5
5844,1088,8
5845,386,10
5846,2409,10
5847,1817,4
5848,1889,9
5849,2156,2
5850,2078,2
5851,816,0
5852,955,6
5853,2037,0
5854,1948,5
5855,2616,1
5856,2200,5
5857,2316,1
5858,350,0
5859,1310,7
5860,967,6
5861,1858,4
5862,153,8
5863,1166,3
5864,1926,5
5865,1356,0
5866,846,10
5867,1984,6
5868,2438,10
5869,2231,10
5870,2096,7
5871,781,10
5872,1031,4
5873,2472,9
5874,678,9
5875,631,4
5876,149,5
5877,2366,0
5878,2592,6
5879,2637,3
5880,2745,6
5881,1755,8
5882,2785,1
5883,1475,9
5884,2013,10
5885,190,7
5886,1791,0
5887,1413,10
5888,729,0
5889,2470,9
5890,2299,5
5891,643,4
5892,1295,8
5893,723,9
5894,760,10
5895,2588,10
5896,1825,8
5897,2669,0
5898,278,10
5899,2562,6
5900,276,9
5901,2186,9
5902,2866,4
5903,1783,7
5904,2274,4
5905,2297,4
5906,19,7
5907,335,10
5908,1929,8
5909,316,8
5910,2927,8
5911,1240,8
5912,1583,3
5913,1886,4
5914,2161,6
5915,1328,2
5916,1764,1
5917,1490,7
5918,905,4
5919,2384,9
5920,449,10
5921,2843,3
5922,1209,6
5923,1824,9
5924,1246,8
5925,1037,9
5926,1597,5
5927,2656,1
5928,1955,2
5929,238,9
5930,619,1
5931,2856,8
5932,2468,9
5933,678,9
5934,2049,8
5935,897,9
5936,2699,1
5937,1093,10
5938,520,9
5939,1391,7
5940,1784,4
5941,2515,7
5942,2259,8
5943,2631,4
5944,946,10
5945,1197,10
5946,1823,0
5947,178,10
5948,485,7
5949,870,10
5950,134,1
5951,2182,8
5952,1014,9
5953,1736,10
5954,527,10
5955,311,10
5956,2965,1
5957,1530,9
5958,239,1
5959,241,8
5960,387,6
5961,1099,9
5962,1020,6
5963,2969,8
5964,1537,5
5965,1815,0
5966,2115,0
5967,1204,0
5968,1061,10
5969,23,7
5970,958,6
5971,1232,10
5972,2073,5
5973,754,6
5974,2215,1
5975,143,9
5976,1282,8
5977,2685,8
5978,2123,9
5979,2713,4
5980,92,9
5981,2226,4
5982,1853,10
5983,253,6
5984,1890,5
5985,594,5
5986,972,10
5987,2337,2
5988,951,10
5989,2519,4
5990,1054,7
5991,20,0
5992,2774,6
5993,1706,5
5994,631,9
5995,2307,5
5996,1110,9
5997,1243,9
5998,587,7
5999,2046,10
6000,2327,9
6001,2193,10
6002,856,10
6003,2181,10
6004,2664,5
6005,1158,9
6006,119,8
6007,1314,3
6008,1127,10
6009,270,10
6010,2219,8
6011,2491,5
6012,1326,0
6013,996,4
6014,803,2
6015,1031,8
6016,2869,5
6017,1316,9
6018,213,7
6019,2506,0
6020,252,9
6021,547,10
6022,872,7
6023,1500,10
6024,809,4
6025,2718,4
6026,699,9
6027,1331,8
6028,2992,0
6029,480,9
6030,2132,5
6031,2536,10
6032,155,0
6033,707,6
6034,2769,7
6035,889,7
6036,2700,10
6037,462,6
6038,194,7
6039,1931,8
6040,2271,4
6041,1851,0
6042,577,6
6043,1433,9
6044,2229,6
6045,729,0
6046,77,10
6047,947,10
6048,339,10
6049,1675,3
6050,1762,8
6051,2904,4
6052,2950,10
6053,272,1
6054,2889,10
6055,2097,0
6056,1862,10
6057,2294,3
6058,1580,6
6059,2553,5
6060,2339,5
6061,811,7
6062,190,9
6063,45,0
6064,960,6
6065,1154,8
6066,2492,3
6067,2223,3
6068,808,9
6069,1892,9
6070,1163,10
6071,1372,10
6072,1371,7
6073,2982,1
6074,2419,8
6075,1528,10
6076,1265,8
6077,608,8
6078,2212,6
6079,2795,0
6080,2442,0
6081,625,6
6082,1364,0
6083,1535,0
6084,1776,3
6085,2518,0
6086,2892,6
6087,2061,7
6088,1358,8
6089,926,9
6090,2031,4
6091,2378,8
6092,622,10
6093,807,10
6094,1980,8
6095,2036,3
6096,2711,5
6097,15,5
6098,1489,5
6099,1018,8
6100,1334,4
6101,1343,2
6102,1135,8
6103,384,1
6104,984,7
6105,724,3
6106,1600,6
6107,2321,3
6108,572,4
6109,1558,9
6110,804,5
6111,1039,6
6112,662,10
6113,2808,7
6114,719,5
6115,74,4
6116,1089,9
6117,730,7
6118,574,6
6119,1919,9
6120,1417,10
6121,75,9
6122,352,7
6123,2777,8
6124,778,7
6125,1925,10
6126,2907,5
6127,259,3
6128,696,1
6129,1231,10
6130,60,9
6131,2779,8
6132,2804,0
6133,1496,5
6134,1857,10
6135,999,5
6136,2191,3
6137,1010,10
6138,89,10
6139,2422,8
6140,2742,5
6141,2091,9
6142,432,4
6143,1765,7
6144,2408,7
6145,2399,5
6146,885,6
6147,2915,9
6148,2262,0
6149,871,5
6150,2714,7
6151,2463,9
6152,559,10
6153,2409,9
6154,555,0
6155,2080,4
6156,1529,10
6157,548,7
6158,2737,9
6159,319,5
6160,944,9
6161,1984,7
6162,573,0
6163,568,4
6164,2821,9
6165,849,10
6166,722,4
6167,2471,10
6168,224,8
6169,1637,3
6170,2609,7
6171,2973,4
6172,777,1
6173,2000,4
6174,639,4
6175,557,7
6176,2168,0
6177,2941,7
6178,436,10
6179,867,9
6180,825,6
6181,2008,0
6182,2186,7
6183,2255,5
6184,521,10
6185,1952,9
6186,2966,7
6187,1565,6
6188,1897,5
6189,1855,9
6190,2027,7
6191,2443,6
6192,934,9
6193,2121,7
6194,28,9
6195,80,3
6196,328,10
6197,433,10
6198,25,10
6199,997,9
6200,2597,0
6201,1595,6
6202,354,0
6203,2483,6
6204,1001,2
6205,2961,5
6206,715,1
6207,2065,5
6208,2234,10
6209,1242,10
6210,103,10
6211,601,6
6212,2921,8
6213,2431,9
6214,1300,7
6215,1870,6
6216,2750,7
6217,2918,10
6218,913,9
6219,2837,10
6220,1576,6
6221,1849,7
6222,2413,7
6223,924,2
6224,2773,0
6225,539,6
6226,2788,8
6227,598,9
6228,1151,8
6229,1509,5
6230,2544,9
6231,1088,5
6232,2927,10
6233,1651,2
6234,2606,9
6235,2482,9
6236,2263,9
6237,1743,5
6238,2761,10
6239,2925,10
6240,2906,7
6241,1685,5
6242,1502,3
6243,1597,10
6244,740,8
6245,1705,10
6246,2932,10
6247,247,3
6248,2989,5
6249,1071,8
6250,2537,10
6251,1455,4
6252,2612,9
6253,548,2
6254,1709,0
6255,2647,6
6256,2632,9
6257,259,0
6258,1151,6
6259,1871,0
6260,790,0
6261,1263,6
6262,451,9
6263,638,5
6264,243,10
6265,2914,7
6266,2260,10
6267,2344,8
6268,942,9
6269,640,4
6270,1126,9
6271,1872,0
6272,499,6
6273,289,3
6274,1100,1
6275,1768,8
6276,2960,6
6277,755,10
6278,1005,10
6279,1463,8
6280,435,10
6281,655,6
6282,2308,4
6283,2438,10
6284,1536,8
6285,934,10
6286,503,3
6287,1402,2
6288,1310,6
6289,2367,8
6290,658,9
6291,2802,4
6292,1117,10
6293,831,8
6294,2965,7
6295,1889,10
6296,1592,8
6297,2683,1
6298,1404,10
6299,2514,10
6300,1699,9
6301,510,7
6302,1125,4
6303,722,3
6304,2386,9
6305,485,7
6306,2075,0
6307,1309,6
6308,610,1
6309,398,10
6310,664,10
6311,147,0
6312,2278,6
6313,1186,8
6314,1746,5
6315,2158,3
6316,518,5
6317,2279,10
6318,2021,9
6319,1489,10
6320,2303,7
6321,2376,3
6322,2978,5
6323,23,1
6324,1259,6
6325,1230,4
6326,1411,9
6327,1030,5
6328,591,7
6329,1867,9
6330,4,7
6331,897,10
6332,131,3
6333,1788,2
6334,455,8
6335,66,4
6336,312,7
6337,1769,10
6338,1235,9
6339,1161,9
6340,2283,3
6341,2447,6
6342,705,1
6343,2210,8
6344,1895,5
6345,2292,8
6346,287,4
6347,2008,1
6348,986,8
6349,2957,4
6350,2730,5
6351,2873,9
6352,2864,4
6353,1295,5
6354,2301,1
6355,2925,6
6356,521,9
6357,2106,9
6358,2875,3
6359,1816,6
6360,128,9
6361,2687,9
6362,1954,10
6363,2024,9
6364,946,7
6365,1957,4
6366,449,7
6367,1446,9
6368,442,9
6369,1551,0
6370,325,9
6371,2355,5
6372,709,7
6373,1279,10
6374,1819,10
6375,104,6
6376,2806,6
6377,2443,10
6378,538,7
6379,885,2
6380,1703,8
6381,2511,10
6382,957,2
6383,2096,6
6384,2982,4
6385,2394,9
6386,1132,10
6387,2152,2
6388,701,10
6389,1112,9
6390,2195,7
6391,2740,5
6392,2652,10
6393,1967,7
6394,1553,8
6395,2142,0
6396,2481,3
6397,1659,9
6398,2212,10
6399,464,7
6400,545,8
6401,1904,0
6402,1507,9
6403,2804,4
6404,720,5
6405,1599,10
6406,2099,8
6407,2609,8
6408,2713,3
6409,1840,2
6410,2459,10
6411,2049,9
6412,2035,9
6413,739,4
6414,559,5
6415,2188,1
6416,2020,0
6417,2539,3
6418,654,8
6419,870,8
6420,2191,5
6421,1019,9
6422,1106,0
6423,1077,8
6424,614,10
6425,1942,8
6426,58,5
6427,2710,5
6428,1832,10
6429,184,8
6430,529,7
6431,911,3
6432,1687,10
6433,2552,9
6434,2714,6
6435,2667,9
6436,2408,10
6437,1056,3
6438,776,4
6439,1242,10
6440,42,2
6441,2261,3
6442,1370,4
6443,772,8
6444,408,10
6445,2157,10
6446,1452,10
6447,430,5
6448,2492,5
6449,1598,7
6450,2463,9
6451,2701,4
6452,2753,5
6453,975,10
6454,98,3
6455,1447,9
6456,2540,10
6457,2509,8
6458,2226,2
6459,703,5
6460,2399,6
6461,2231,5
6462,2510,7
6463,101,10
6464,2644,0
6465,462,10
6466,1164,1
6467,2031,5
6468,2591,4
6469,2564,4
6470,386,7
6471,2781,7
6472,2695,10
6473,950,6
6474,1793,0
6475,2363,6
6476,2794,10
6477,1714,9
6478,883,1
6479,2202,9
6480,1283,8
6481,319,3
6482,2593,9
6483,979,2
6484,1374,10
6485,2262,3
6486,826,5
6487,2214,6
6488,53,6
6489,1369,0
6490,1866,8
6491,814,1
6492,960,8
6493,1,6
6494,169,10
6495,1124,0
6496,578,4
6497,2245,7
6498,2670,5
6499,1099,9
6500,196,9
6501,811,6
6502,2893,0
6503,619,1
6504,2969,7
6505,2104,7
6506,2465,6
6507,1742,8
6508,210,2
6509,1623,8
6510,244,4
6511,648,6
6512,2293,10
6513,1420,4
6514,2568,8
6515,1798,6
6516,1933,9
6517,1616,9
6518,2058,1
6519,1774,2
6520,2774,4
6521,1848,6
6522,419,10
6523,106,9
6524,230,10
6525,1088,4
6526,1460,1
6527,938,10
6528,2485,1
6529,2785,3
6530,360,0
6531,349,4
6532,25,9
6533,2757,7
6534,332,8
6535,2651,2
6536,460,8
6537,12,5
6538,854,1
6539,1670,8
6540,2664,8
6541,1349,7
6542,2840,9
6543,1238,3
6544,1876,10
6545,1293,9
6546,361,0
6547,1988,8
6548,1025,8
6549,2769,5
6550,1929,7
6551,1766,10
6552,1426,9
6553,845,10
6554,123,8
6555,2940,9
6556,520,9
6557,2820,2
6558,1493,6
6559,10,3
6560,252,7
6561,2953,0
6562,2930,9
6563,1288,10
6564,1813,8
6565,1701,10
6566,1407,9
6567,1661,6
6568,1074,0
6569,2977,9
6570,2614,10
6571,265,5
6572,2041,8
6573,456,10
6574,1611,6
6575,51,6
6576,699,9
6577,2270,7
6578,2548,8
6579,2108,10
6580,336,6
6581,2720,9
6582,1434,8
6583,2294,3
6584,1021,9
6585,1854,5
6586,1686,10
6587,1735,7
6588,779,8
6589,1905,4
6590,2855,3
6591,1975,7
6592,1022,7
6593,1217,4
6594,1764,1
6595,2045,2
6596,1078,9
6597,899,0
6598,1896,2
6599,868,10
6600,1591,10
6601,328,10
6602,823,10
6603,531,9
6604,1759,10
6605,1302,8
6606,1858,6
6607,2553,7
6608,1093,10
6609,2629,2
6610,998,8
6611,1952,9
6612,684,8
6613,2123,9
6614,1947,8
6615,1317,3
6616,627,1
6617,2638,7
6618,1666,0
6619,2645,7
6620,1918,10
6621,2177,10
6622,1325,3
6623,258,7
6624,822,8
6625,2854,0
6626,2059,1
6627,1569,10
6628,691,1
6629,2755,9
6630,2023,7
6631,547,6
6632,829,3
6633,674,6
6634,2601,8
6635,851,4
6636,1629,3
6637,1946,1
6638,422,1
6639,1518,10
6640,2116,10
6641,1318,4
6642,2263,10
6643,441,8
6644,512,1
6645,1642,6
6646,2286,8
6647,1431,10
6648,1647,9
6649,1722,4
6650,2723,1
6651,2429,8
6652,19,6
6653,2711,0
6654,2119,8
6655,896,7
6656,1886,10
6657,1602,9
6658,511,10
6659,2887,7
6660,65,5
6661,2373,0
6662,212,10
6663,1129,2
6664,1697,10
6665,2302,0
6666,615,3
6667,2920,6
6668,1662,10
6669,188,9
6670,1720,9
6671,301,7
6672,2411,7
6673,2576,4
6674,1837,3
6675,683,7
6676,771,2
6677,255,8
6678,663,5
6679,900,7
6680,227,6
6681,2981,5
6682,1969,9
6683,905,8
6684,229,6
6685,2921,10
6686,1180,6
6687,1355,9
6688,1323,10
6689,2859,10
6690,524,10
6691,525,10
6692,447,7
6693,2559,2
6694,496,10
6695,183,9
6696,2756,2
6697,1251,4
6698,1136,8
6699,909,6
6700,1172,10
6701,734,6
6702,2515,10
6703,1492,4
6704,387,5
6705,822,10
6706,375,8
6707,573,2
6708,2692,8
6709,486,10
6710,318,6
6711,1984,7
6712,1443,6
6713,2712,8
6714,2360,10
6715,374,8
6716,1840,5
6717,2236,8
6718,2496,9
6719,2546,6
6720,751,6
6721,2975,7
6722,1562,10
6723,746,6
6724,2234,8
6725,2601,9
6726,973,5
6727,1892,6
6728,188,9
6729,1787,10
6730,1531,0
6731,2302,7
6732,2766,9
6733,2003,5
6734,945,5
6735,657,9
6736,2093,2
6737,1266,3
6738,1807,8
6739,167,3
6740,1735,5
6741,1598,9
6742,164,10
6743,1908,10
6744,1519,0
6745,2049,10
6746,1520,8
6747,1174,10
6748,2931,7
6749,280,5
6750,2461,10
6751,1139,9
6752,1923,9
6753,1603,0
6754,1117,10
6755,83,10
6756,975,10
6757,321,1
6758,2308,8
6759,1729,0
6760,276,7
6761,2133,10
6762,2497,6
6763,2553,0
6764,919,10
6765,498,9
6766,2437,8
6767,1653,10
6768,2711,5
6769,1292,9
6770,648,2
6771,305,0
6772,1732,1
6773,2527,7
6774,1406,2
6775,2485,5
6776,2444,6
6777,344,8
6778,998,9
6779,1930,8
6780,355,10
6781,2292,3
6782,252,9
6783,1577,9
6784,2022,5
6785,965,6
6786,2420,2
6787,289,7
6788,1278,9
6789,70,8
6790,503,3
6791,2808,0
6792,195,8
6793,2311,3
6794,1477,4
6795,1072,8
6796,2192,4
6797,2322,0
6798,2810,5
6799,189,5
6800,1039,7
6801,1506,5
6802,144,2
6803,1617,6
6804,1891,9
6805,808,8
6806,1281,10
6807,1303,9
6808,456,8
6809,1609,10
6810,1493,0
6811,1857,4
6812,85,10
6813,340,7
6814,850,9
6815,1964,0
6816,423,6
6817,245,5
6818,1463,1
6819,2832,9
6820,2605,4
6821,1533,7
6822,2831,9
6823,2116,10
6824,2973,2
6825,522,3
6826,82,5
6827,956,9
6828,377,7
6829,2365,6
6830,2482,9
6831,1327,10
6832,2005,1
6833,1172,10
6834,2171,7
6835,1745,9
6836,2616,8
6837,1440,10
6838,179,5
6839,2940,3
6840,1159,10
6841,1647,9
6842,2726,0
6843,1922,6
6844,465,3
6845,218,10
6846,1625,4
6847,1604,1
6848,1747,9
6849,1383,7
6850,2963,5
6851,2840,8
6852,2179,7
6853,958,8
6854,128,10
6855,517,9
6856,1394,8
6857,1792,8
6858,1589,5
6859,1877,8
6860,300,4
6861,1770,4
6862,2706,3
6863,954,10
6864,1299,9
6865,1819,8
6866,450,6
6867,2094,8
6868,649,8
6869,1113,3
6870,2290,8
6871,2489,7
6872,476,5
6873,588,0
6874,1078,9
6875,2353,10
6876,282,6
6877,1756,4
6878,892,9
6879,2082,9
6880,2683,4
6881,982,3
6882,265,6
6883,1264,4
6884,23,2
6885,2197,0
6886,1356,4
6887,1372,9
6888,2839,9
6889,1633,5
6890,9,3
6891,177,9
6892,1434,8
6893,142,9
6894,2785,0
6895,875,9
6896,907,9
6897,1080,9
6898,1363,5
6899,1869,7
6900,1276,10
6901,912,8
6902,897,9
6903,2738,6
6904,2774,10
6905,182,10
6906,957,10
6907,2105,8
6908,619,3
6909,1776,7
6910,2593,10
6911,2856,9
6912,1186,5
6913,333,1
6914,2902,0
6915,1963,3
6916,158,7
6917,930,9
6918,2842,5
6919,1775,8
6920,187,6
6921,2102,6
6922,410,3
6923,1298,2
6924,1865,7
6925,1369,6
6926,660,0
6927,1287,9
6928,2604,6
6929,1597,10
6930,2724,6
6931,655,7
6932,499,3
6933,2749,0
6934,2481,3
6935,88,4
6936,839,9
6937,2275,9
6938,2803,7
6939,269,4
6940,1481,10
6941,1512,10
6942,2626,3
6943,1622,7
6944,2409,10
6945,2809,8
6946,2771,6
6947,479,10
6948,516,8
6949,1125,2
6950,2293,9
6951,1150,10
6952,526,7
6953,2994,5
6954,2127,9
6955,2169,10
6956,288,7
6957,306,10
6958,669,9
6959,2081,8
6960,1427,9
6961,1712,8
6962,2642,8
6963,2645,6
6964,2535,8
6965,1856,5
6966,920,8
6967,2693,4
6968,2032,3
6969,2136,9
6970,2930,9
6971,964,1
6972,1846,9
6973,2016,10
6974,1610,4
6975,338,8
6976,804,10
6977,2922,3
6978,2173,10
6979,2739,9
6980,689,0
6981,1167,7
6982,2926,5
6983,2156,0
6984,1518,5
6985,2897,5
6986,275,2
6987,1171,6
6988,2954,10
6989,1470,10
6990,1095,10
6991,1115,10
6992,229,5
6993,2273,2
6994,2215,4
6995,590,4
6996,2235,6
6997,312,7
6998,1223,2
6999,2923,7
7000,1990,7
7001,246,3
7002,2412,9
7003,1336,8
7004,796,6
7005,2938,6
7006,2373,5
7007,2303,6
7008,117,7
7009,1374,9
7010,1629,6
7011,2894,4
7012,2554,1
7013,95,9
7014,1184,9
7015,1089,8
7016,1809,8
7017,1849,8
7018,337,1
7019,728,6
7020,2696,7
7021,670,10
7022,607,5
7023,281,0
7024,1403,4
7025,2928,9
7026,2283,5
7027,1307,6
7028,654,9
7029,2129,0
7030,688,4
7031,1521,0
7032,1658,10
7033,2602,6
7034,862,8
7035,2820,10
7036,921,10
7037,718,0
7038,2941,7
7039,1093,9
7040,2609,10
7041,1998,7
7042,2,7
7043,2514,9
7044,1129,1
7045,820,4
7046,884,6
7047,2242,9
7048,1649,10
7049,550,10
7050,2445,9
7051,2574,0
7052,1557,1
7053,2228,10
7054,2877,7
7055,371,5
7056,2615,1
7057,2909,6
7058,460,10
7059,1163,9
7060,996,2
7061,2310,8
7062,2864,10
7063,1030,2
7064,2656,5
7065,469,10
7066,631,5
7067,475,0
7068,807,9
7069,2388,8
7070,1663,10
7071,1858,4
7072,778,9
7073,2878,5
7074,1798,3
7075,2053,10
7076,1338,4
7077,624,9
7078,2230,8
7079,575,10
7080,1273,6
7081,1445,6
7082,2754,2
7083,2595,8
7084,1060,10
7085,2478,10
7086,426,8
7087,157,10
7088,2140,4
7089,2761,9
7090,2912,9
7091,724,1
7092,1168,7
7093,2980,9
7094,2992,8
7095,304,4
7096,2069,6
7097,801,10
7098,419,10
7099,2841,6
7100,1224,10
7101,1616,9
7102,634,10
7103,184,7
7104,2358,8
7105,935,8
7106,1452,8
7107,716,2
7108,2037,6
7109,1311,9
7110,77,8
7111,17,4
7112,155,5
7113,2341,10
7114,863,7
7115,1826,5
7116,1946,2
7117,279,9
7118,2257,9
7119,515,0
7120,1290,6
7121,1300,10
7122,1279,6
7123,174,7
7124,2685,9
7125,1028,9
7126,2800,6
7127,2888,3
7128,645,5
7129,2366,1
7130,1191,9
7131,1181,4
7132,1507,9
7133,169,9
7134,227,7
7135,1913,0
7136,2177,10
7137,1154,7
7138,1885,9
7139,2099,8
7140,1098,10
7141,1510,8
7142,1447,9
7143,2570,8
7144,1084,8
7145,1871,10
7146,1419,3
7147,2913,9
7148,2740,10
7149,2460,10
7150,1305,0
7151,2144,6
7152,1695,10
7153,2786,7
7154,1386,9
7155,1673,4
7156,2734,8
7157,44,1
7158,324,1
7159,1720,9
7160,254,3
7161,2721,10
7162,872,7
7163,2424,4
7164,2850,0
7165,495,7
7166,1108,4
7167,2622,7
7168,943,8
7169,668,2
7170,2654,5
7171,20,1
7172,2922,10
7173,652,10
7174,843,8
7175,291,4
7176,2897,2
7177,735,8
7178,364,9
7179,2049,8
7180,464,7
7181,450,0
7182,2082,8
7183,1064,2
7184,2848,3
7185,1735,4
7186,2930,8
7187,838,1
7188,1172,9
7189,2928,9
7190,179,2
7191,1772,10
7192,1547,6
7193,2529,10
7194,64,7
7195,1500,6
7196,2180,5
7197,1301,7
7198,2052,9
7199,2323,0
7200,2759,9
7201,2620,10
7202,112,7
7203,584,3
7204,2130,2
7205,909,5
7206,2356,3
7207,2504,9
7208,1283,9
7209,2419,9
7210,1483,5
7211,1343,1
7212,2391,4
7213,2018,4
7214,1709,5
7215,941,5
7216,1110,9
7217,1308,5
7218,1471,9
7219,1296,9
7220,947,10
7221,551,2
7222,2625,5
7223,2127,9
7224,749,8
7225,1979,1
7226,2775,0
7227,924,6
7228,2813,9
7229,2408,10
7230,1516,10
7231,2728,3
7232,561,5
7233,1159,7
7234,605,5
7235,2838,1
7236,465,0
7237,2317,4
7238,1965,6
7239,2005,7
7240,22,9
7241,1429,4
7242,2057,7
7243,2302,4
7244,1148,5
7245,1832,6
7246,2008,6
7247,2683,0
7248,2332,10
7249,2083,7
7250,79,6
7251,646,9
7252,2827,1
7253,839,8
7254,1553,5
7255,2451,8
7256,1147,10
7257,2682,2
7258,2427,8
7259,1272,0
7260,1645,9
7261,1642,0
7262,2078,2
7263,1770,3
7264,2851,10
7265,85,8
7266,2655,5
7267,1839,10
7268,2997,7
7269,1827,7
7270,842,9
7271,1362,3
7272,1546,7
7273,2573,9
7274,2031,5
7275,271,10
7276,1995,3
7277,2107,8
7278,901,5
7279,2211,9
7280,2991,8
7281,1013,10
7282,653,10
7283,1878,5
7284,2524,6
7285,1061,10
7286,1580,4
7287,2521,5
7288,765,9
7289,938,10
7290,53,3
7291,871,7
7292,1868,0
7293,164,9
7294,2016,2
7295,332,9
7296,1611,8
7297,525,8
7298,2444,10
7299,2693,4
7300,785,2
7301,637,7
7302,2651,0
